title,rating,year_released,anime_type,episodes,duration(mins),studio,genre,sypnopsis,member_count
Violet Evergarden: Kitto "Ai" wo Shiru Hi ga Kuru no Darou,8.34,2018,Special,,34,KyotoAnimation,"'Drama', 'Fantasy'","The CH Postal Company has just received a request to transcribe a love letter from Irma Felice, a famous opera singer. Accepting the task, Violet Evergarden visits Irma to write her letter. However, not only does Irma provide little information, she asks Violet to write based on her own feelings. Despite Violet's numerous attempts, Irma finds every version of the letter inadequate.  Violet consults her colleagues, and they help her out by writing love letters of their own. Yet even those are rejected by the opera singer. As a last resort, Violet asks Irma for her true thoughts and feelings, hoping to find the missing puzzle piece. Will the Auto Memory Doll be able to translate Irma's emotions into words?",326000
Shingeki no Kyojin: Lost Girls,7.82,2017,OVA,3,25,WitStudio,"'Action', 'Drama'","Wall Sina, Goodbye Annie Leonhart has a job to do—and a resulting absence that must stay off her record at all costs. With no one else to turn to, she asks her comrade Hitch Dreyse to cover for her. She agrees but puts forward a single condition: Annie must solve the fruitless missing person case Hitch was assigned. The case revolves around Carly Stratmann, a university graduate and the daughter of wealthy businessman Elliot Stratmann. With only a single day to solve the case and the underground of the Stohess District crawling with thugs, Annie must put her all into finding this girl. Yet, every answer she uncovers only leads to further questions—how has the illegal drug coderoin found its way to Stohess, what is Elliot hiding, and where has Carly disappeared to?  Lost in the Cruel World With worry for Eren Yeager gripping her heart, Mikasa Ackerman begins to remember. She remembers her conversations with Armin Arlert, her concern for her friends, and most painfully, the time she had almost lost everything. As fear takes control, she begins to experience an alternate version of her past—some things can be changed, but are there events so inescapable that she cannot even prevent them in her dreams?",306000
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",7.93,,Special,,23,KyotoAnimation,"'Drama', 'Romance'","Clannad: Mou Hitotsu no Sekai, Tomoyo-hen is set in an alternate reality where Tomoya Okazaki dates his junior, Tomoyo Sakagami.  Tomoyo has been elected to be the school's next Student Council President. This is great news as she can now work toward her goal of preventing the school's cherry blossom trees from being axed. Although Tomoya is ecstatic for her, given his reputation as a delinquent in school, his relationship with Tomoyo is making them the subject of gossip around the campus, which can potentially compromise her standing as Student Council President. The school community's disapproval of their relationship becomes more apparent when the Student Council's Vice-President and even the school's administration warn Tomoya to distance himself from Tomoyo.  With the bad atmosphere widening the rift between Tomoya and Tomoyo, will Tomoya succumb to societal pressure and do as they say, or will their love for each other rise above it all?",304000
Air,7.28,2005,TV,12,24,KyotoAnimation,"'Drama', 'Romance', 'Supernatural'","Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her.  By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought?",297000
Tokyo Ravens,7.42,2013,TV,24,23,8bit,"'Action', 'Fantasy', 'Romance'","Onmyoudou magic was once a powerful technique used by the Japanese during the second World War in order for them to gain the upper hand and establish their nation as a formidable force. But Japan was quickly defeated after the revered onmyouji Yakou Tsuchimikado caused the ""Great Spiritual Disaster,"" an event which plagues Tokyo to this very day. As a result of this mishap, the Onmyou Agency was established in order to exorcise further spiritual disasters and combat the demons that would make their way into the world.  Now, Onmyoudou has become far more modern, simplified, and refined for use in a wide variety of applications such as medicine and technology. However, not everyone is able to utilize the magic, as is the case with Harutora, a member of the Tsuchimikado's branch family. Despite an old promise to protect Natsume, the heir of the Tsuchimikado's main family and Yakou's supposed reincarnation, as her familiar, Harutora has no talent and chooses to live a normal life instead. But when a prominent member of the Onmyou Agency attempts to recreate the same experiment which led to Japan's downfall, he decides to make good on his word and fight by Natsume's side.",485000
Ice Movie,5.38,2008,Movie,,103,PPM,"'Action', 'GirlsLove', 'Sci-Fi'","The year is 2012. Due to an environmental contaminant, the human population has been decimated, including all males, leaving only women behind. Facing extinction, some have decided to accept their doom and live to seek pleasure; others are still trying to use science to fight off that fate. In central Tokyo, one of the last inhabited areas in the world, these two groups face off in a struggle over a hidden sample of ""ICE,"" a substance that could save humanity.  (Source: Seminal Films)",1700
Vapor Trail,5.66,2021,Movie,,35,Unknown,"'Action', 'GirlsLove'","In 2079, the world's first orbital elevator was built in the Pacific Ocean to commemorate the peace that mankind regained after the 3rd World War. However, during the completion ceremony, a huge red humanoid object appears from outer space. It was so powerful that mankind was defeated in vain resistance. The orbital elevator was occupied, and since then mankind has entered a war with the red hostile flying object ""Vacant"" flying from there.  Summer 2099. ""It's been 20 years since the war started.""  Humanity developed the humanoid 7th generation fighter ""Seventh"" and succeeded in suppressing ""Vacant"" to the vicinity of the orbital elevator.  Yashima military base floating in the Pacific Ocean. A woman who belongs to the special technology research department, Miku, drives the black forward wing Seventh F/SX-02 Tenra and flies in the blue sky. Together with the personality data of Liza, a girl who was once separated, stored in the machine's computer. Just to be together.  A yuri mecha movie starring two girls bound together by a bond far stronger than friendship.",1200
Kata no Ato,5.82,2020,Movie,,4,Unknown,'GirlsLove',"My friend Emi appeared in my dream. I was so surprised by this, I couldn't face her at school that day. But I forgot that we had to go to the swimming pool for PE class that afternoon, so I ended up having to borrow Emi's swimsuit.  Furukawahara Momoka's graduation work from 2019 at Tokyo Zokei University.  (Source: Anilist)",634
Penetrate Blue,,2022,ONA,,24,Unknown,"'Action', 'GirlsLove', 'Sci-Fi'",(No synopsis yet.),547
Kaijuu-iro no Shima PV,6.11,2021,PV,,2,SevenArcs,"'GirlsLove', 'SliceofLife'",Promotional video for the Dragon Age Extra manga Kaijuu-iro no Shima.,478
Geuleon Gyejeol Ijanh Ayo,6.02,2023,Music,,3,Unknown,"'Drama', 'GirlsLove', 'Sci-Fi'","Music video for the song Geuleon Gyejeol Ijanh Ayo, by Fromm.",364
Jinxing Ren Aiqing Gushi,,2019,Movie,,20,Unknown,"'Comedy', 'GirlsLove'","Hsiao-Hsia, a girl in the fifth grade, pretends to be the ""Venusian"" with her closest friends in the summer vacation, and they are planning pranks on the adults who facing the problems in their relationship.  (Source: IMDB)",265
Zero Talking,,2023,Music,,3,StudioGohan,'GirlsLove',Music video for the song Zero Talking by Harumaki Gohan.,159
Meshinuma.,,2018,ONA,20,1,AurumProduction,"'Gourmet', 'SliceofLife'",(No synopsis yet.),1100
Saikyou Donbei x Hanma Baki: Saikyou no Dongitsune Genrutsutsu,6.25,2022,CM,,2,Unknown,'Gourmet',"Nissin has teamed up with Baki Hanma for a new anime commercial that promotes the brand's Saikyou Donbei (The Strongest Donbei) cup noodles, which have thicker noodles than the regular Donbei products among other features.  (Source: anitrendz)",1100
Hokahoka Oden no Uta,5.48,2012,Music,,1,Unknown,'Gourmet',Music video about Japanese oden.,1100
Oishinbo: Nichibei Kome Sensou,6.09,1993,TV Special,,90,Shin-EiAnimation,"'Comedy', 'Gourmet', 'SliceofLife'",The Oishinbo gang takes time off from the normal culinary wars to get involved with a political dispute about American rice imports. The economic conflict between a pushy US Senator from California and a nationalistic Japanese politician is further complicated by concerns about the cumulative effect of pesticide use in both American and Japanese agriculture.,902
Coffee Ikaga deshou,,2018,ONA,30,0,AsuraFilm,"'Gourmet', 'SliceofLife'","The anime follows a coffee food truck shop, where the barista makes an individual cup for each customer. The coffee brewed conscientiously, sincerely, and wholeheartedly helps customers unwind.  (Source: ANN)",886
"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",6.16,,TV Special,,90,Shin-EiAnimation,"'Comedy', 'Gourmet', 'SliceofLife'","Ultimate Menu and Supreme Menu square off in a cooking battle about dishes that promote longevity. For Supreme's Kaibara Yuzan and Ultimate's Yamaoka Shirou (who are father and son), this confrontation is more than strictly business: it's personal.  (Source: BakaBT)",886
Tsukasa's?Kitchen,6.24,2022,Music,,1,SevenArcs,'Gourmet',Music video for the song Tsukasa's?Kitchen by Tsukasa Yuzaki (Akari Kitou).,886
Mogu Mogu Yummy!,6.57,2021,Music,,3,Unknown,'Gourmet',"Mogu Mogu Yummy! is the first original song of Nekomata Okayu. It was first performed at her 3D birthday YouTube live on February 22, 2021, followed by the release of the full music video on her YouTube channel.  (Source: Hololive Wiki)",844
Ippon Bouchou Mantarou,6.11,1991,OVA,2,46,animateFilm,'Gourmet',Based on the manga by Big Joe (????).,756
Shokupan Mimi Specials,5.36,2011,Special,4,0,KachidokiStudio,"'Comedy', 'Gourmet'",Episodes 13 through 16 of Shokupan Mimi included in the DVD release.,708
